----------------------------------
LEDAFLOW Trends result file
----------------------------------
Created:,2026-07-13T03:03:07
LedaFlow version:,2.11.271
Case name:,case_final
Case type:,1D-2ph
Case uuid:,fdd84235-e7a2-4651-b946-d45cd4deb638

Time,MFR - gas@Line 1 P 500m,MFR - oil@Line 1 P 500m,MFR - bubbles@Line 1 P 500m,MFR - droplets@Line 1 P 500m,MFR - total gas@Line 1 P 500m,MFR - total liquid@Line 1 P 500m,MFR - total@Line 1 P 500m,Pressure@Line 1 P 500m,MFR - gas@Line 1 P 8500m,MFR - oil@Line 1 P 8500m,MFR - bubbles@Line 1 P 8500m,MFR - droplets@Line 1 P 8500m,MFR - total gas@Line 1 P 8500m,MFR - total liquid@Line 1 P 8500m,MFR - total@Line 1 P 8500m,Pressure@Line 1 P 8500m,MFR - gas@Line 2 P 500m,MFR - oil@Line 2 P 500m,MFR - bubbles@Line 2 P 500m,MFR - droplets@Line 2 P 500m,MFR - total gas@Line 2 P 500m,MFR - total liquid@Line 2 P 500m,MFR - total@Line 2 P 500m,Pressure@Line 2 P 500m,MFR - gas@Line 2 P 8500m,MFR - oil@Line 2 P 8500m,MFR - bubbles@Line 2 P 8500m,MFR - droplets@Line 2 P 8500m,MFR - total gas@Line 2 P 8500m,MFR - total liquid@Line 2 P 8500m,MFR - total@Line 2 P 8500m,Pressure@Line 2 P 8500m,MFR - gas@Mainline P 38500m,MFR - oil@Mainline P 38500m,MFR - bubbles@Mainline P 38500m,MFR - droplets@Mainline P 38500m,MFR - total gas@Mainline P 38500m,MFR - total liquid@Mainline P 38500m,MFR - total@Mainline P 38500m,Pressure@Mainline P 38500m,MFR - gas@Mainline P 500m,MFR - oil@Mainline P 500m,MFR - bubbles@Mainline P 500m,MFR - droplets@Mainline P 500m,MFR - total gas@Mainline P 500m,MFR - total liquid@Mainline P 500m,MFR - total@Mainline P 500m,Pressure@Mainline P 500m,Total MFR - gas@Well 1,Total MFR - oil@Well 1,Total MFR - total@Well 1,BHP - Zone 1@Well 1,BHT - gas - Zone 1@Well 1,BHT - oil - Zone 1@Well 1,MFR - gas - Zone 1@Well 1,MFR - oil - Zone 1@Well 1,MFR - total - Zone 1@Well 1,Std VFR - gas - Zone 1@Well 1,Std VFR - oil - Zone 1@Well 1,Total MFR - gas@Well 2,Total MFR - oil@Well 2,Total MFR - total@Well 2,BHP - Zone 1@Well 2,BHT - gas - Zone 1@Well 2,BHT - oil - Zone 1@Well 2,MFR - gas - Zone 1@Well 2,MFR - oil - Zone 1@Well 2,MFR - total - Zone 1@Well 2,Std VFR - gas - Zone 1@Well 2,Std VFR - oil - Zone 1@Well 2,Total MFR - gas@Well 3,Total MFR - oil@Well 3,Total MFR - total@Well 3,BHP - Zone 1@Well 3,BHT - gas - Zone 1@Well 3,BHT - oil - Zone 1@Well 3,MFR - gas - Zone 1@Well 3,MFR - oil - Zone 1@Well 3,MFR - total - Zone 1@Well 3,Std VFR - gas - Zone 1@Well 3,Std VFR - oil - Zone 1@Well 3,Total MFR - gas@Well 4,Total MFR - oil@Well 4,Total MFR - total@Well 4,BHP - Zone 1@Well 4,BHT - gas - Zone 1@Well 4,BHT - oil - Zone 1@Well 4,MFR - gas - Zone 1@Well 4,MFR - oil - Zone 1@Well 4,MFR - total - Zone 1@Well 4,Std VFR - gas - Zone 1@Well 4,Std VFR - oil - Zone 1@Well 4,Pressure@Wellbore1 P 600m,MFR - gas@Wellbore1 P MFR,MFR - oil@Wellbore1 P MFR,MFR - bubbles@Wellbore1 P MFR,MFR - droplets@Wellbore1 P MFR,MFR - total gas@Wellbore1 P MFR,MFR - total liquid@Wellbore1 P MFR,MFR - total@Wellbore1 P MFR,Pressure@Wellbore1 P MFR,Pressure@Wellbore2 P 600m,MFR - gas@Wellbore2 P MFR,MFR - oil@Wellbore2 P MFR,MFR - bubbles@Wellbore2 P MFR,MFR - droplets@Wellbore2 P MFR,MFR - total gas@Wellbore2 P MFR,MFR - total liquid@Wellbore2 P MFR,MFR - total@Wellbore2 P MFR,Pressure@Wellbore2 P MFR,Pressure@Wellbore3 P 600m,MFR - gas@Wellbore3 P MFR,MFR - oil@Wellbore3 P MFR,MFR - bubbles@Wellbore3 P MFR,MFR - droplets@Wellbore3 P MFR,MFR - total gas@Wellbore3 P MFR,MFR - total liquid@Wellbore3 P MFR,MFR - total@Wellbore3 P MFR,Pressure@Wellbore3 P MFR,Pressure@Wellbore4 P 600m,MFR - gas@Wellbore4 P MFR,MFR - oil@Wellbore4 P MFR,MFR - bubbles@Wellbore4 P MFR,MFR - droplets@Wellbore4 P MFR,MFR - total gas@Wellbore4 P MFR,MFR - total liquid@Wellbore4 P MFR,MFR - total@Wellbore4 P MFR,Pressure@Wellbore4 P MFR,MFR - gas@WH Choke 1,MFR - oil@WH Choke 1,MFR - liquid - 2 phase@WH Choke 1,MFR - total - 2 phase@WH Choke 1,Opening fraction@WH Choke 1,Pressure drop@WH Choke 1,Pressure Left@WH Choke 1,Pressure Right@WH Choke 1,MFR - gas@WH Choke 2,MFR - oil@WH Choke 2,MFR - liquid - 2 phase@WH Choke 2,MFR - total - 2 phase@WH Choke 2,Opening fraction@WH Choke 2,Pressure drop@WH Choke 2,Pressure Left@WH Choke 2,Pressure Right@WH Choke 2,MFR - gas@WH Choke 3,MFR - oil@WH Choke 3,MFR - liquid - 2 phase@WH Choke 3,MFR - total - 2 phase@WH Choke 3,Opening fraction@WH Choke 3,Pressure drop@WH Choke 3,Pressure Left@WH Choke 3,Pressure Right@WH Choke 3,MFR - gas@WH Choke 4,MFR - oil@WH Choke 4,MFR - liquid - 2 phase@WH Choke 4,MFR - total - 2 phase@WH Choke 4,Opening fraction@WH Choke 4,Pressure drop@WH Choke 4,Pressure Left@WH Choke 4,Pressure Right@WH Choke 4
[s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[kg/s],[kg/s],[kg/s],[bara],[C],[C],[kg/s],[kg/s],[kg/s],[Sm3/d],[Sm3/d],[kg/s],[kg/s],[kg/s],[bara],[C],[C],[kg/s],[kg/s],[kg/s],[Sm3/d],[Sm3/d],[kg/s],[kg/s],[kg/s],[bara],[C],[C],[kg/s],[kg/s],[kg/s],[Sm3/d],[Sm3/d],[kg/s],[kg/s],[kg/s],[bara],[C],[C],[kg/s],[kg/s],[kg/s],[Sm3/d],[Sm3/d],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[kg/s],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[-],[bar],[bara],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[-],[bar],[bara],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[-],[bar],[bara],[bara],[kg/s],[kg/s],[kg/s],[kg/s],[-],[bar],[bara],[bara]
35900.0,0.0,-240.15981,0.0,0.0,0.0,-240.15981,-240.15981,196.63485,0.0,-240.27439,0.0,0.0,0.0,-240.27439,-240.27439,178.55766,0.0,-239.91091,0.0,0.0,0.0,-239.91091,-239.91091,196.63691,0.0,-240.02897,0.0,0.0,0.0,-240.02897,-240.02897,178.59674,0.0,-480.03689,0.0,0.0,0.0,-480.03689,-480.03689,197.74831,0.0,-478.52401,0.0,0.0,0.0,-478.52401,-478.52401,206.29438,0.0,-120.22869,-120.22869,240.22896,18.296489,18.296489,0.0,-120.22869,-120.22869,-5557551.6,0.0,0.0,-120.06112,-120.06112,240.06132,18.296489,18.296489,0.0,-120.06112,-120.06112,-5549805.9,0.0,0.0,-120.02538,-120.02538,240.02557,18.296489,18.296489,0.0,-120.02538,-120.02538,-5548153.8,0.0,0.0,-120.01754,-120.01754,240.01772,18.296489,18.296489,0.0,-120.01754,-120.01754,-5547791.0,0.0,190.99822,0.0,-120.22349,0.0,0.0,0.0,-120.22349,-120.22349,145.00353,190.81280,0.0,-120.05744,0.0,0.0,0.0,-120.05744,-120.05744,144.80317,190.77326,0.0,-120.02187,0.0,0.0,0.0,-120.02187,-120.02187,144.76044,190.76458,0.0,-120.01408,0.0,0.0,0.0,-120.01408,-120.01408,144.75106,0.0,-120.22349,-120.22349,-120.22349,0.60722332,-33.095427,145.00353,177.30572,0.0,-120.05744,-120.05744,-120.05744,0.60458626,-33.296061,144.80317,177.30572,0.0,-120.02187,-120.02187,-120.02187,0.60364384,-33.380491,144.76044,177.34735,0.0,-120.01408,-120.01408,-120.01408,0.60352122,-33.389885,144.75106,177.34735,
35910.0,0.0,-240.15496,0.0,0.0,0.0,-240.15496,-240.15496,196.63166,0.0,-240.27409,0.0,0.0,0.0,-240.27409,-240.27409,178.55486,0.0,-239.90708,0.0,0.0,0.0,-239.90708,-239.90708,196.63372,0.0,-240.03041,0.0,0.0,0.0,-240.03041,-240.03041,178.59373,0.0,-480.02828,0.0,0.0,0.0,-480.02828,-480.02828,197.74508,0.0,-476.40065,0.0,0.0,0.0,-476.40065,-476.40065,206.23065,0.0,-120.22665,-120.22665,240.22680,18.296489,18.296489,0.0,-120.22665,-120.22665,-5557457.1,0.0,0.0,-120.05972,-120.05972,240.05982,18.296489,18.296489,0.0,-120.05972,-120.05972,-5549741.0,0.0,0.0,-120.02424,-120.02424,240.02430,18.296489,18.296489,0.0,-120.02424,-120.02424,-5548100.8,0.0,0.0,-120.01645,-120.01645,240.01651,18.296489,18.296489,0.0,-120.01645,-120.01645,-5547740.8,0.0,190.99595,0.0,-120.22384,0.0,0.0,0.0,-120.22384,-120.22384,145.00138,190.81124,0.0,-120.05789,0.0,0.0,0.0,-120.05789,-120.05789,144.80172,190.77198,0.0,-120.02315,0.0,0.0,0.0,-120.02315,-120.02315,144.75937,190.76336,0.0,-120.01551,0.0,0.0,0.0,-120.01551,-120.01551,144.75007,0.0,-120.22384,-120.22384,-120.22384,0.60723209,-33.094725,145.00138,177.30288,0.0,-120.05789,-120.05789,-120.05789,0.60460172,-33.294661,144.80172,177.30288,0.0,-120.02315,-120.02315,-120.02315,0.60366894,-33.378475,144.75937,177.34427,0.0,-120.01551,-120.01551,-120.01551,0.60354777,-33.387787,144.75007,177.34427,
35920.0,0.0,-240.15035,0.0,0.0,0.0,-240.15035,-240.15035,196.62848,0.0,-240.27341,0.0,0.0,0.0,-240.27341,-240.27341,178.55195,0.0,-239.90351,0.0,0.0,0.0,-239.90351,-239.90351,196.63053,0.0,-240.03141,0.0,0.0,0.0,-240.03141,-240.03141,178.59059,0.0,-480.02007,0.0,0.0,0.0,-480.02007,-480.02007,197.74185,0.0,-476.41386,0.0,0.0,0.0,-476.41386,-476.41386,206.21341,0.0,-120.22544,-120.22544,240.22555,18.296489,18.296489,0.0,-120.22544,-120.22544,-5557401.3,0.0,0.0,-120.05896,-120.05896,240.05903,18.296489,18.296489,0.0,-120.05896,-120.05896,-5549706.1,0.0,0.0,-120.02394,-120.02394,240.02396,18.296489,18.296489,0.0,-120.02394,-120.02394,-5548087.1,0.0,0.0,-120.01624,-120.01624,240.01625,18.296489,18.296489,0.0,-120.01624,-120.01624,-5547731.2,0.0,190.99459,0.0,-120.22339,0.0,0.0,0.0,-120.22339,-120.22339,144.99998,190.81039,0.0,-120.05772,0.0,0.0,0.0,-120.05772,-120.05772,144.80085,190.77163,0.0,-120.02362,0.0,0.0,0.0,-120.02362,-120.02362,144.75906,190.76312,0.0,-120.01611,0.0,0.0,0.0,-120.01611,-120.01611,144.74987,0.0,-120.22339,-120.22339,-120.22339,0.60724414,-33.093220,144.99998,177.29998,0.0,-120.05772,-120.05772,-120.05772,0.60461980,-33.292625,144.80085,177.29998,0.0,-120.02362,-120.02362,-120.02362,0.60369738,-33.375634,144.75906,177.34113,0.0,-120.01611,-120.01611,-120.01611,0.60357778,-33.384836,144.74987,177.34113,
35930.0,0.0,-240.14677,0.0,0.0,0.0,-240.14677,-240.14677,196.62526,0.0,-240.27198,0.0,0.0,0.0,-240.27198,-240.27198,178.54900,0.0,-239.90119,0.0,0.0,0.0,-239.90119,-239.90119,196.62729,0.0,-240.03154,0.0,0.0,0.0,-240.03154,-240.03154,178.58741,0.0,-480.01350,0.0,0.0,0.0,-480.01350,-480.01350,197.73860,0.0,-476.43132,0.0,0.0,0.0,-476.43132,-476.43132,206.19841,0.0,-120.22442,-120.22442,240.22452,18.296489,18.296489,0.0,-120.22442,-120.22442,-5557354.2,0.0,0.0,-120.05835,-120.05835,240.05841,18.296489,18.296489,0.0,-120.05835,-120.05835,-5549677.9,0.0,0.0,-120.02384,-120.02384,240.02384,18.296489,18.296489,0.0,-120.02384,-120.02384,-5548082.3,0.0,0.0,-120.01624,-120.01624,240.01623,18.296489,18.296489,0.0,-120.01624,-120.01624,-5547731.0,0.0,190.99346,0.0,-120.22254,0.0,0.0,0.0,-120.22254,-120.22254,144.99877,190.80971,0.0,-120.05723,0.0,0.0,0.0,-120.05723,-120.05723,144.80013,190.77152,0.0,-120.02369,0.0,0.0,0.0,-120.02369,-120.02369,144.75895,190.76311,0.0,-120.01628,0.0,0.0,0.0,-120.01628,-120.01628,144.74987,0.0,-120.22254,-120.22254,-120.22254,0.60725618,-33.091497,144.99877,177.29704,0.0,-120.05723,-120.05723,-120.05723,0.60463788,-33.290417,144.80013,177.29704,0.0,-120.02369,-120.02369,-120.02369,0.60372583,-33.372570,144.75895,177.33795,0.0,-120.01628,-120.01628,-120.01628,0.60360778,-33.381654,144.74987,177.33795,
35940.0,0.0,-240.14400,0.0,0.0,0.0,-240.14400,-240.14400,196.62198,0.0,-240.27035,0.0,0.0,0.0,-240.27035,-240.27035,178.54602,0.0,-239.89989,0.0,0.0,0.0,-239.89989,-239.89989,196.62400,0.0,-240.03142,0.0,0.0,0.0,-240.03142,-240.03142,178.58419,0.0,-480.00913,0.0,0.0,0.0,-480.00913,-480.00913,197.73530,0.0,-476.44943,0.0,0.0,0.0,-476.44943,-476.44943,206.18484,0.0,-120.22344,-120.22344,240.22354,18.296489,18.296489,0.0,-120.22344,-120.22344,-5557308.8,0.0,0.0,-120.05777,-120.05777,240.05783,18.296489,18.296489,0.0,-120.05777,-120.05777,-5549650.8,0.0,0.0,-120.02377,-120.02377,240.02377,18.296489,18.296489,0.0,-120.02377,-120.02377,-5548079.1,0.0,0.0,-120.01627,-120.01627,240.01626,18.296489,18.296489,0.0,-120.01627,-120.01627,-5547732.3,0.0,190.99238,0.0,-120.22157,0.0,0.0,0.0,-120.22157,-120.22157,144.99760,190.80906,0.0,-120.05665,0.0,0.0,0.0,-120.05665,-120.05665,144.79942,190.77144,0.0,-120.02363,0.0,0.0,0.0,-120.02363,-120.02363,144.75886,190.76314,0.0,-120.01632,0.0,0.0,0.0,-120.01632,-120.01632,144.74991,0.0,-120.22157,-120.22157,-120.22157,0.60726823,-33.089711,144.99760,177.29408,0.0,-120.05665,-120.05665,-120.05665,0.60465596,-33.288155,144.79942,177.29408,0.0,-120.02363,-120.02363,-120.02363,0.60375427,-33.369437,144.75886,177.33474,0.0,-120.01632,-120.01632,-120.01632,0.60363779,-33.378402,144.74991,177.33474,
35950.0,0.0,-240.14139,0.0,0.0,0.0,-240.14139,-240.14139,196.61868,0.0,-240.26864,0.0,0.0,0.0,-240.26864,-240.26864,178.54301,0.0,-239.89878,0.0,0.0,0.0,-239.89878,-239.89878,196.62069,0.0,-240.03123,0.0,0.0,0.0,-240.03123,-240.03123,178.58094,0.0,-480.00530,0.0,0.0,0.0,-480.00530,-480.00530,197.73198,0.0,-476.46734,0.0,0.0,0.0,-476.46734,-476.46734,206.17234,0.0,-120.22245,-120.22245,240.22255,18.296489,18.296489,0.0,-120.22245,-120.22245,-5557263.1,0.0,0.0,-120.05717,-120.05717,240.05723,18.296489,18.296489,0.0,-120.05717,-120.05717,-5549623.3,0.0,0.0,-120.02369,-120.02369,240.02370,18.296489,18.296489,0.0,-120.02369,-120.02369,-5548075.4,0.0,0.0,-120.01629,-120.01629,240.01629,18.296489,18.296489,0.0,-120.01629,-120.01629,-5547733.3,0.0,190.99128,0.0,-120.22056,0.0,0.0,0.0,-120.22056,-120.22056,144.99641,190.80841,0.0,-120.05603,0.0,0.0,0.0,-120.05603,-120.05603,144.79871,190.77135,0.0,-120.02353,0.0,0.0,0.0,-120.02353,-120.02353,144.75876,190.76316,0.0,-120.01632,0.0,0.0,0.0,-120.01632,-120.01632,144.74993,0.0,-120.22056,-120.22056,-120.22056,0.60728028,-33.087901,144.99641,177.29108,0.0,-120.05603,-120.05603,-120.05603,0.60467403,-33.285874,144.79871,177.29108,0.0,-120.02353,-120.02353,-120.02353,0.60378272,-33.366280,144.75876,177.33148,0.0,-120.01632,-120.01632,-120.01632,0.60366779,-33.375126,144.74993,177.33148,
35960.0,0.0,-240.13893,0.0,0.0,0.0,-240.13893,-240.13893,196.61538,0.0,-240.26691,0.0,0.0,0.0,-240.26691,-240.26691,178.53997,0.0,-239.89782,0.0,0.0,0.0,-239.89782,-239.89782,196.61737,0.0,-240.03102,0.0,0.0,0.0,-240.03102,-240.03102,178.57766,0.0,-480.00180,0.0,0.0,0.0,-480.00180,-480.00180,197.72866,0.0,-476.48484,0.0,0.0,0.0,-476.48484,-476.48484,206.16068,0.0,-120.22145,-120.22145,240.22155,18.296489,18.296489,0.0,-120.22145,-120.22145,-5557216.8,0.0,0.0,-120.05656,-120.05656,240.05663,18.296489,18.296489,0.0,-120.05656,-120.05656,-5549595.1,0.0,0.0,-120.02360,-120.02360,240.02360,18.296489,18.296489,0.0,-120.02360,-120.02360,-5548071.1,0.0,0.0,-120.01629,-120.01629,240.01629,18.296489,18.296489,0.0,-120.01629,-120.01629,-5547733.7,0.0,190.99017,0.0,-120.21953,0.0,0.0,0.0,-120.21953,-120.21953,144.99521,190.80773,0.0,-120.05540,0.0,0.0,0.0,-120.05540,-120.05540,144.79798,190.77125,0.0,-120.02340,0.0,0.0,0.0,-120.02340,-120.02340,144.75864,190.76317,0.0,-120.01629,0.0,0.0,0.0,-120.01629,-120.01629,144.74993,0.0,-120.21953,-120.21953,-120.21953,0.60729233,-33.086082,144.99521,177.28806,0.0,-120.05540,-120.05540,-120.05540,0.60469211,-33.283583,144.79798,177.28806,0.0,-120.02340,-120.02340,-120.02340,0.60381116,-33.363115,144.75864,177.32820,0.0,-120.01629,-120.01629,-120.01629,0.60369780,-33.371840,144.74993,177.32820,
35970.0,0.0,-240.13663,0.0,0.0,0.0,-240.13663,-240.13663,196.61206,0.0,-240.26519,0.0,0.0,0.0,-240.26519,-240.26519,178.53691,0.0,-239.89704,0.0,0.0,0.0,-239.89704,-239.89704,196.61405,0.0,-240.03082,0.0,0.0,0.0,-240.03082,-240.03082,178.57436,0.0,-479.99861,0.0,0.0,0.0,-479.99861,-479.99861,197.72532,0.0,-476.50185,0.0,0.0,0.0,-476.50185,-476.50185,206.14970,0.0,-120.22043,-120.22043,240.22053,18.296489,18.296489,0.0,-120.22043,-120.22043,-5557169.8,0.0,0.0,-120.05594,-120.05594,240.05600,18.296489,18.296489,0.0,-120.05594,-120.05594,-5549566.4,0.0,0.0,-120.02349,-120.02349,240.02350,18.296489,18.296489,0.0,-120.02349,-120.02349,-5548066.2,0.0,0.0,-120.01629,-120.01629,240.01629,18.296489,18.296489,0.0,-120.01629,-120.01629,-5547733.4,0.0,190.98905,0.0,-120.21850,0.0,0.0,0.0,-120.21850,-120.21850,144.99399,190.80704,0.0,-120.05475,0.0,0.0,0.0,-120.05475,-120.05475,144.79723,190.77113,0.0,-120.02328,0.0,0.0,0.0,-120.02328,-120.02328,144.75851,190.76316,0.0,-120.01627,0.0,0.0,0.0,-120.01627,-120.01627,144.74992,0.0,-120.21850,-120.21850,-120.21850,0.60730438,-33.084259,144.99399,177.28502,0.0,-120.05475,-120.05475,-120.05475,0.60471019,-33.281289,144.79723,177.28502,0.0,-120.02328,-120.02328,-120.02328,0.60383960,-33.359947,144.75851,177.32490,0.0,-120.01627,-120.01627,-120.01627,0.60372780,-33.368552,144.74992,177.32490,
35980.0,0.0,-240.13413,0.0,0.0,0.0,-240.13413,-240.13413,196.60872,0.0,-240.26346,0.0,0.0,0.0,-240.26346,-240.26346,178.53384,0.0,-239.89606,0.0,0.0,0.0,-239.89606,-239.89606,196.61069,0.0,-240.03061,0.0,0.0,0.0,-240.03061,-240.03061,178.57105,0.0,-479.99424,0.0,0.0,0.0,-479.99424,-479.99424,197.72194,0.0,-476.51836,0.0,0.0,0.0,-476.51836,-476.51836,206.13930,0.0,-120.21941,-120.21941,240.21951,18.296489,18.296489,0.0,-120.21941,-120.21941,-5557122.5,0.0,0.0,-120.05531,-120.05531,240.05537,18.296489,18.296489,0.0,-120.05531,-120.05531,-5549537.1,0.0,0.0,-120.02337,-120.02337,240.02338,18.296489,18.296489,0.0,-120.02337,-120.02337,-5548060.8,0.0,0.0,-120.01627,-120.01627,240.01627,18.296489,18.296489,0.0,-120.01627,-120.01627,-5547732.6,0.0,190.98792,0.0,-120.21746,0.0,0.0,0.0,-120.21746,-120.21746,144.99276,190.80634,0.0,-120.05410,0.0,0.0,0.0,-120.05410,-120.05410,144.79647,190.77100,0.0,-120.02314,0.0,0.0,0.0,-120.02314,-120.02314,144.75837,190.76314,0.0,-120.01623,0.0,0.0,0.0,-120.01623,-120.01623,144.74990,0.0,-120.21746,-120.21746,-120.21746,0.60731643,-33.082435,144.99276,177.28196,0.0,-120.05410,-120.05410,-120.05410,0.60472827,-33.278993,144.79647,177.28196,0.0,-120.02314,-120.02314,-120.02314,0.60386805,-33.356776,144.75837,177.32159,0.0,-120.01623,-120.01623,-120.01623,0.60375780,-33.365261,144.74990,177.32159,
35990.0,0.0,-240.12871,0.0,0.0,0.0,-240.12871,-240.12871,196.60516,0.0,-240.26172,0.0,0.0,0.0,-240.26172,-240.26172,178.53076,0.0,-239.89217,0.0,0.0,0.0,-239.89217,-239.89217,196.60712,0.0,-240.03040,0.0,0.0,0.0,-240.03040,-240.03040,178.56772,0.0,-479.97956,0.0,0.0,0.0,-479.97956,-479.97956,197.71823,0.0,-476.53441,0.0,0.0,0.0,-476.53441,-476.53441,206.12940,0.0,-120.21837,-120.21837,240.21848,18.296489,18.296489,0.0,-120.21837,-120.21837,-5557074.7,0.0,0.0,-120.05467,-120.05467,240.05473,18.296489,18.296489,0.0,-120.05467,-120.05467,-5549507.5,0.0,0.0,-120.02324,-120.02324,240.02326,18.296489,18.296489,0.0,-120.02324,-120.02324,-5548054.9,0.0,0.0,-120.01624,-120.01624,240.01625,18.296489,18.296489,0.0,-120.01624,-120.01624,-5547731.4,0.0,190.98677,0.0,-120.21641,0.0,0.0,0.0,-120.21641,-120.21641,144.99152,190.80564,0.0,-120.05345,0.0,0.0,0.0,-120.05345,-120.05345,144.79570,190.77086,0.0,-120.02300,0.0,0.0,0.0,-120.02300,-120.02300,144.75822,190.76312,0.0,-120.01619,0.0,0.0,0.0,-120.01619,-120.01619,144.74986,0.0,-120.21641,-120.21641,-120.21641,0.60732847,-33.080606,144.99152,177.27889,0.0,-120.05345,-120.05345,-120.05345,0.60474635,-33.276693,144.79570,177.27889,0.0,-120.02300,-120.02300,-120.02300,0.60389649,-33.353602,144.75822,177.31826,0.0,-120.01619,-120.01619,-120.01619,0.60378781,-33.361967,144.74986,177.31826,
36000.0,0.0,-240.11437,0.0,0.0,0.0,-240.11437,-240.11437,196.60087,0.0,-240.25990,0.0,0.0,0.0,-240.25990,-240.25990,178.52765,0.0,-239.87935,0.0,0.0,0.0,-239.87935,-239.87935,196.60281,0.0,-240.03011,0.0,0.0,0.0,-240.03011,-240.03011,178.56438,0.0,-479.94180,0.0,0.0,0.0,-479.94180,-479.94180,197.71362,0.0,-476.55003,0.0,0.0,0.0,-476.55003,-476.55003,206.11993,0.0,-120.21733,-120.21733,240.21744,18.296489,18.296489,0.0,-120.21733,-120.21733,-5557026.5,0.0,0.0,-120.05402,-120.05402,240.05408,18.296489,18.296489,0.0,-120.05402,-120.05402,-5549477.4,0.0,0.0,-120.02311,-120.02311,240.02312,18.296489,18.296489,0.0,-120.02311,-120.02311,-5548048.7,0.0,0.0,-120.01621,-120.01621,240.01621,18.296489,18.296489,0.0,-120.01621,-120.01621,-5547729.8,0.0,190.98562,0.0,-120.21534,0.0,0.0,0.0,-120.21534,-120.21534,144.99027,190.80492,0.0,-120.05277,0.0,0.0,0.0,-120.05277,-120.05277,144.79492,190.77071,0.0,-120.02284,0.0,0.0,0.0,-120.02284,-120.02284,144.75805,190.76308,0.0,-120.01613,0.0,0.0,0.0,-120.01613,-120.01613,144.74982,0.0,-120.21534,-120.21534,-120.21534,0.60734052,-33.078770,144.99027,177.27580,0.0,-120.05277,-120.05277,-120.05277,0.60476442,-33.274386,144.79492,177.27580,0.0,-120.02284,-120.02284,-120.02284,0.60392494,-33.350422,144.75805,177.31492,0.0,-120.01613,-120.01613,-120.01613,0.60381781,-33.358667,144.74982,177.31492,
36010.0,0.0,-240.09246,0.0,0.0,0.0,-240.09246,-240.09246,196.59571,0.0,-240.25757,0.0,0.0,0.0,-240.25757,-240.25757,178.52446,0.0,-239.85896,0.0,0.0,0.0,-239.85896,-239.85896,196.59764,0.0,-240.02929,0.0,0.0,0.0,-240.02929,-240.02929,178.56094,0.0,-479.89299,0.0,0.0,0.0,-479.89299,-479.89299,197.70818,0.0,-476.56522,0.0,0.0,0.0,-476.56522,-476.56522,206.11083,0.0,-120.21626,-120.21626,240.21637,18.296489,18.296489,0.0,-120.21626,-120.21626,-5556977.2,0.0,0.0,-120.05334,-120.05334,240.05341,18.296489,18.296489,0.0,-120.05334,-120.05334,-5549446.3,0.0,0.0,-120.02295,-120.02295,240.02297,18.296489,18.296489,0.0,-120.02295,-120.02295,-5548041.4,0.0,0.0,-120.01615,-120.01615,240.01616,18.296489,18.296489,0.0,-120.01615,-120.01615,-5547727.1,0.0,190.98444,0.0,-120.21419,0.0,0.0,0.0,-120.21419,-120.21419,144.98898,190.80417,0.0,-120.05202,0.0,0.0,0.0,-120.05202,-120.05202,144.79410,190.77054,0.0,-120.02260,0.0,0.0,0.0,-120.02260,-120.02260,144.75785,190.76301,0.0,-120.01599,0.0,0.0,0.0,-120.01599,-120.01599,144.74973,0.0,-120.21419,-120.21419,-120.21419,0.60735257,-33.076888,144.98898,177.27263,0.0,-120.05202,-120.05202,-120.05202,0.60478250,-33.272033,144.79410,177.27263,0.0,-120.02260,-120.02260,-120.02260,0.60395338,-33.347194,144.75785,177.31149,0.0,-120.01599,-120.01599,-120.01599,0.60384782,-33.355319,144.74973,177.31149,
